left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.217392 222.282608 0.059068 
217.934784 216.847824 0.025836 
209.782608 210.869568 0.011555 
175.000000 220.652176 0.017043 
171.195648 225.000000 0.009881 
225.543472 178.804352 0.010025 
227.717392 209.782608 0.009405 
223.913040 214.130432 0.007400 
223.369568 215.217392 0.004868 
228.260864 192.391296 0.009065 
220.108688 224.456512 0.010333 
223.913040 220.652176 0.006050 
223.369568 215.217392 0.002910 
225.000000 196.195648 0.010126 
219.021744 226.086960 0.011620 
213.586960 237.500000 0.007746 
214.673904 245.108688 0.005213 
219.565216 171.195648 0.015105 
238.043472 189.673904 0.009837 
235.326080 211.413040 0.006996 
209.782608 244.565216 0.005865 


