left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
156.521744 146.739136 0.169517 
202.173904 223.369568 0.022690 
180.434784 207.608688 0.014875 
179.347824 217.391296 0.013724 
169.565216 227.717392 0.007382 
220.652176 211.413040 0.009781 
227.717392 215.217392 0.008579 
230.434784 207.608688 0.006706 
221.739136 243.478256 0.003480 
220.652176 218.478256 0.008712 
219.021744 226.630432 0.010084 
213.586960 235.326080 0.005965 
222.826080 244.021744 0.002681 
219.565216 217.934784 0.008502 
216.847824 228.260864 0.011958 
211.956512 238.043472 0.008936 
209.782608 245.108688 0.006671 
214.130432 214.673904 0.013771 
206.521744 236.413040 0.009845 
213.043472 237.500000 0.007916 
209.239136 245.108688 0.006867 


