left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
142.391296 184.782608 0.522114 
158.152176 163.586960 0.640960 
170.652176 145.108688 0.660693 
180.434784 126.086960 0.651038 
186.413040 114.130432 0.647948 
143.478256 127.717392 0.451084 
159.239136 107.608696 0.459459 
172.826080 113.043480 0.555204 
176.630432 118.478264 0.434455 
134.782608 127.173912 0.625118 
159.782608 100.000000 0.193387 
178.260864 113.043480 0.071043 
183.695648 122.826088 0.175708 
136.956528 128.260864 0.723221 
159.239136 100.000000 0.237071 
171.739136 109.782608 0.108317 
179.347824 119.021736 0.134099 
144.021744 132.065216 0.598621 
158.695648 107.065216 0.311604 
171.739136 112.500000 0.595387 
176.086960 117.934784 0.265323 


