left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.217392 222.282608 0.054634 
218.478256 215.217392 0.024484 
180.978256 229.891296 0.010691 
175.000000 217.934784 0.017566 
170.652176 223.913040 0.009957 
223.913040 189.130432 0.009159 
227.717392 213.586960 0.008825 
225.543472 212.500000 0.006825 
223.913040 213.043472 0.003874 
225.000000 194.021744 0.008822 
220.108688 224.456512 0.010585 
223.913040 222.282608 0.005930 
223.913040 215.217392 0.002267 
224.456512 194.565216 0.009756 
219.565216 225.543472 0.011835 
210.869568 238.586960 0.008036 
213.043472 244.565216 0.005419 
217.934784 195.652176 0.010804 
237.500000 190.217392 0.009535 
211.956512 239.673904 0.007174 
207.065216 243.478256 0.006056 


