left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.760864 221.195648 0.042636 
219.565216 210.869568 0.022900 
210.869568 207.065216 0.010112 
176.630432 227.173904 0.009445 
173.369568 226.630432 0.008245 
223.913040 190.217392 0.009444 
226.086960 218.478256 0.008942 
105.978264 100.000000 0.008711 
119.565216 115.217392 0.003931 
226.086960 192.934784 0.008547 
220.652176 223.369568 0.011057 
105.978264 100.000000 0.008835 
119.565216 114.673912 0.004567 
225.000000 192.934784 0.008943 
220.108688 223.913040 0.012079 
215.217392 235.869568 0.008072 
213.586960 240.760864 0.005205 
217.391296 194.021744 0.012001 
236.956512 189.130432 0.009473 
105.978264 100.543480 0.012414 
210.326080 240.217392 0.005781 


