left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
138.043472 184.782608 0.502931 
151.630432 166.847824 0.423403 
161.413040 150.000000 0.392985 
174.456528 134.782608 0.318719 
188.586960 133.152176 0.369321 
127.717392 123.369568 0.301530 
140.760864 100.000000 0.083341 
175.543472 129.347824 0.173430 
171.739136 132.608688 0.115927 
129.347824 121.195648 0.484512 
161.956528 108.152176 0.145100 
176.630432 121.195648 0.235056 
185.869568 130.978256 0.225896 
134.239136 121.739128 0.460428 
163.043472 105.978264 0.345454 
178.260864 119.021736 0.354663 
187.500000 127.717392 0.241365 
144.021744 125.543480 0.352313 
164.130432 107.065216 0.352426 
176.630432 115.760872 0.309102 
184.782608 122.282608 0.251489 


