left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
226.630432 208.695648 0.029812 
220.108688 225.543472 0.018961 
230.978256 225.543472 0.009925 
227.717392 218.478256 0.009028 
169.021744 225.000000 0.004703 
222.282608 214.673904 0.012666 
223.369568 217.391296 0.008888 
227.173904 220.108688 0.007106 
217.934784 233.152176 0.003396 
219.565216 214.130432 0.008741 
221.739136 218.478256 0.008219 
226.630432 220.652176 0.005921 
219.021744 232.608688 0.001775 
218.478256 213.586960 0.008602 
222.826080 217.934784 0.010203 
225.543472 222.826080 0.007760 
220.652176 229.891296 0.003782 
210.869568 199.456512 0.012783 
209.239136 215.217392 0.009687 
222.826080 216.304352 0.007078 
220.108688 223.913040 0.004027 


