left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.217392 222.282608 0.061801 
218.478256 216.304352 0.025223 
175.543472 226.630432 0.013192 
172.826080 217.934784 0.024047 
170.108688 223.369568 0.012075 
225.000000 173.913040 0.009730 
227.173904 208.152176 0.009118 
223.913040 213.043472 0.007238 
222.282608 215.217392 0.004731 
228.260864 191.304352 0.008650 
220.108688 224.456512 0.010108 
223.369568 220.652176 0.005903 
223.369568 215.217392 0.002718 
225.000000 196.739136 0.009524 
219.565216 225.543472 0.011397 
210.326080 239.130432 0.007641 
212.500000 245.108688 0.005189 
219.565216 170.652176 0.014444 
238.043472 189.673904 0.009736 
235.326080 211.956512 0.006880 
204.347824 244.021744 0.005929 


