left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
214.673904 223.369568 0.067161 
219.021744 216.847824 0.026586 
177.173904 226.086960 0.011700 
174.456528 219.565216 0.021392 
170.108688 223.913040 0.011175 
225.000000 178.260864 0.011231 
228.260864 210.869568 0.008992 
224.456512 214.673904 0.007217 
223.369568 215.760864 0.004802 
228.260864 189.673904 0.009321 
220.652176 224.456512 0.009385 
223.913040 220.652176 0.005838 
223.913040 215.760864 0.002829 
226.086960 192.934784 0.010364 
219.565216 225.543472 0.010928 
209.239136 239.130432 0.007452 
211.956512 245.652176 0.005133 
219.565216 171.739136 0.017258 
238.586960 189.130432 0.010110 
240.760864 193.478256 0.007101 
202.717392 244.565216 0.005949 


