left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.217392 222.282608 0.061986 
200.543472 221.195648 0.025141 
176.086960 214.673904 0.020799 
173.369568 214.673904 0.028705 
165.217392 223.913040 0.010386 
225.000000 175.543472 0.010749 
227.717392 209.239136 0.008764 
224.456512 211.956512 0.007011 
223.369568 214.673904 0.004287 
228.260864 189.673904 0.008618 
220.108688 224.456512 0.010053 
223.913040 221.195648 0.005801 
167.391296 240.217392 0.002657 
225.543472 193.478256 0.009303 
219.565216 225.543472 0.011378 
210.326080 238.586960 0.007750 
206.521744 245.108688 0.005354 
219.565216 170.108688 0.015550 
202.717392 236.413040 0.009501 
208.695648 243.478256 0.006931 
204.891296 244.021744 0.005992 


