left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
137.500000 201.630432 0.378577 
155.434784 192.934784 0.323654 
175.000000 184.782608 0.681566 
180.434784 163.043472 0.666115 
184.782608 146.195648 0.648829 
135.326080 151.086960 0.357966 
157.608688 132.065216 0.282931 
175.000000 136.956528 0.330235 
179.891296 142.934784 0.240831 
124.456520 152.173920 0.622190 
151.086960 119.565216 0.483089 
174.456528 128.804352 0.250878 
178.804352 136.413040 0.173542 
127.717392 149.456528 0.747703 
153.260864 120.108696 0.550451 
175.000000 128.804352 0.496396 
179.891296 139.673920 0.213159 
135.869568 149.456528 0.687029 
159.239136 129.891296 0.833805 
175.000000 135.869568 0.734575 
183.695648 145.108688 0.463209 


