left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.217392 223.913040 0.059371 
219.565216 215.760864 0.025255 
210.326080 210.326080 0.011228 
175.543472 217.391296 0.016475 
169.565216 225.000000 0.010217 
223.913040 189.673904 0.008276 
227.717392 215.760864 0.008435 
227.717392 215.217392 0.006709 
224.456512 214.130432 0.003461 
225.543472 194.021744 0.008298 
219.565216 225.543472 0.010685 
223.913040 223.369568 0.005835 
224.456512 215.217392 0.001905 
225.000000 194.021744 0.009116 
219.021744 226.086960 0.011852 
211.413040 236.956512 0.007907 
210.326080 244.565216 0.005246 
216.847824 196.195648 0.011525 
237.500000 191.847824 0.009429 
211.413040 236.413040 0.007161 
206.521744 244.021744 0.006014 


