left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.217392 222.282608 0.056787 
219.021744 215.217392 0.025188 
181.521744 229.891296 0.010533 
175.000000 219.565216 0.016762 
170.652176 224.456512 0.009906 
235.326080 171.739136 0.009770 
227.717392 212.500000 0.009034 
225.000000 212.500000 0.007086 
223.913040 214.130432 0.004313 
228.260864 191.304352 0.009014 
220.108688 224.456512 0.010688 
223.913040 221.739136 0.006032 
223.913040 215.217392 0.002564 
225.543472 193.478256 0.009881 
219.565216 225.543472 0.011795 
210.869568 238.043472 0.007798 
213.043472 244.565216 0.005096 
220.108688 171.739136 0.013674 
238.043472 189.130432 0.009845 
234.239120 213.043472 0.007087 
206.521744 243.478256 0.005842 


