left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
176.086960 194.565216 0.281105 
186.956512 219.565216 0.032675 
197.826080 227.717392 0.014034 
202.717392 231.521744 0.008368 
216.304352 240.217392 0.003902 
223.369568 214.130432 0.011784 
223.913040 219.565216 0.008716 
226.086960 229.891296 0.007023 
220.652176 235.869568 0.004435 
220.108688 216.304352 0.008896 
223.369568 225.000000 0.009355 
223.369568 232.065216 0.006343 
221.739136 237.500000 0.003815 
215.217392 215.760864 0.010380 
223.369568 226.630432 0.011211 
221.195648 234.782608 0.008958 
220.108688 237.500000 0.006337 
211.413040 216.304352 0.021502 
236.413040 189.673904 0.008124 
220.108688 236.413040 0.007792 
219.565216 238.043472 0.006136 


