left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.217392 221.739136 0.055889 
217.934784 216.304352 0.025378 
180.978256 230.434784 0.010631 
175.000000 220.652176 0.016509 
170.108688 224.456512 0.009730 
225.000000 186.413040 0.010890 
226.086960 213.043472 0.009044 
223.913040 213.043472 0.007202 
222.282608 215.217392 0.004564 
228.260864 189.130432 0.009070 
220.108688 224.456512 0.010343 
223.369568 221.195648 0.005975 
222.826080 215.760864 0.002646 
227.173904 189.673904 0.010041 
219.021744 226.086960 0.011516 
210.869568 239.673904 0.007893 
213.586960 245.108688 0.005494 
219.021744 167.934784 0.017366 
237.500000 189.673904 0.009488 
211.956512 242.391296 0.007016 
207.065216 244.021744 0.005981 


