left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
166.304352 122.826088 0.343180 
184.782608 134.782608 0.046470 
205.978256 214.673904 0.011037 
215.760864 155.978256 0.009684 
167.934784 225.543472 0.005446 
215.217392 161.413040 0.013346 
223.369568 219.565216 0.008505 
224.456512 226.086960 0.007121 
228.260864 158.152176 0.003591 
215.217392 183.152176 0.010013 
223.913040 216.847824 0.007269 
223.913040 216.847824 0.005727 
219.565216 244.565216 0.001703 
205.978256 181.521744 0.013572 
223.913040 216.304352 0.009166 
222.826080 183.695648 0.007271 
225.543472 182.608688 0.003957 
205.434784 183.152176 0.021159 
204.891296 158.695648 0.010124 
207.065216 163.043472 0.007444 
205.978256 162.500000 0.004996 


