left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.760864 223.369568 0.054846 
220.108688 216.304352 0.023375 
134.239136 159.782608 0.032228 
112.500000 170.652176 0.093875 
101.086960 172.282608 0.020144 
225.543472 189.130432 0.010448 
227.173904 214.673904 0.008943 
226.630432 214.130432 0.006664 
176.086960 170.652176 0.003190 
225.000000 214.130432 0.008193 
223.369568 220.108688 0.009323 
223.913040 219.565216 0.005572 
224.456512 214.130432 0.001603 
224.456512 194.021744 0.008076 
220.652176 222.826080 0.010295 
234.782608 211.413040 0.006596 
171.739136 169.021744 0.004452 
215.760864 192.934784 0.013497 
236.956512 189.673904 0.008553 
117.934784 167.391296 0.008524 
173.913040 167.391296 0.005429 


