left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
219.565216 217.934784 0.038495 
215.760864 207.065216 0.023863 
206.521744 205.434784 0.014566 
202.173904 219.021744 0.010229 
214.673904 235.326080 0.005403 
224.456512 190.217392 0.013614 
224.456512 216.304352 0.009910 
226.630432 215.760864 0.007855 
218.478256 232.608688 0.004138 
221.195648 214.130432 0.008984 
223.913040 215.217392 0.009445 
224.456512 216.304352 0.006415 
219.021744 236.413040 0.002288 
220.108688 213.586960 0.008972 
223.369568 215.217392 0.011071 
223.369568 219.565216 0.008016 
217.391296 236.956512 0.004268 
214.673904 205.434784 0.011728 
211.413040 215.217392 0.009107 
219.021744 217.934784 0.007473 
214.673904 236.413040 0.004309 


