left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
191.847824 183.152176 0.088091 
215.217392 215.760864 0.023359 
205.978256 210.326080 0.015040 
175.000000 221.739136 0.013039 
168.478256 226.630432 0.007518 
223.369568 208.152176 0.011788 
227.173904 206.521744 0.009730 
223.913040 208.695648 0.007815 
221.195648 211.413040 0.005484 
223.913040 212.500000 0.009237 
220.652176 223.369568 0.011010 
223.369568 220.108688 0.006309 
221.739136 212.500000 0.003194 
220.108688 214.673904 0.010320 
219.565216 225.000000 0.012269 
211.413040 240.760864 0.008754 
211.956512 245.108688 0.006555 
214.673904 214.673904 0.017245 
216.304352 216.847824 0.009064 
212.500000 242.391296 0.007771 
209.239136 244.565216 0.006703 


