left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.760864 222.282608 0.048723 
218.478256 214.673904 0.024077 
210.869568 207.608688 0.011156 
175.543472 221.195648 0.010907 
172.282608 225.543472 0.008589 
223.369568 190.760864 0.009596 
227.173904 215.760864 0.008931 
227.717392 214.673904 0.006831 
224.456512 211.956512 0.003314 
225.543472 192.934784 0.008617 
220.108688 224.456512 0.011242 
223.913040 223.369568 0.006059 
224.456512 214.673904 0.001833 
225.000000 192.934784 0.009336 
219.565216 225.000000 0.012234 
215.760864 235.869568 0.008016 
214.130432 242.391296 0.005263 
217.391296 194.565216 0.011501 
236.956512 189.673904 0.009671 
215.760864 236.956512 0.007247 
210.869568 241.304352 0.005901 


