left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
214.673904 222.282608 0.062603 
218.478256 217.391296 0.024578 
174.456528 219.021744 0.013205 
172.282608 216.304352 0.024733 
169.021744 224.456512 0.010793 
228.260864 179.891296 0.009643 
227.173904 208.695648 0.008863 
222.282608 215.760864 0.007237 
222.282608 216.304352 0.004743 
228.804352 191.304352 0.008933 
220.108688 223.913040 0.009282 
223.913040 220.108688 0.005738 
222.826080 216.304352 0.002662 
225.543472 195.108688 0.009795 
219.565216 225.543472 0.010700 
208.695648 239.130432 0.007222 
210.869568 245.108688 0.004828 
220.108688 171.195648 0.013429 
237.500000 189.673904 0.010107 
235.869568 210.869568 0.006880 
203.260864 244.021744 0.005616 


