left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
159.239136 193.478256 0.443403 
163.043472 171.195648 0.292311 
170.108688 159.239136 0.492452 
154.347824 141.304352 0.544929 
145.652176 128.260864 0.717235 
161.413040 140.760864 0.559436 
163.043472 117.391304 0.736170 
159.782608 100.000000 0.541507 
158.695648 101.086960 0.061061 
153.804352 146.739136 0.374733 
141.304352 123.369568 0.435415 
135.326080 106.521736 0.510997 
150.000000 150.543472 0.093498 
141.847824 160.869568 0.335363 
133.152176 141.847824 0.755572 
140.760864 152.717392 0.671089 
145.108688 165.217392 0.385328 
132.608688 170.108688 0.618736 
128.260864 158.152176 0.628965 
130.978256 159.239136 0.614269 
134.782608 166.847824 0.402116 


